,BC,O3,PM2.5,MERRA2-BC
2020-02-26 16,,36.4,32.9,2.157481994628908
2020-02-26 17,,35.65,31.08,2.102109155654909
2020-02-26 18,,31.75,29.53,2.0831439065933246
2020-02-26 19,,23.82,26.26,2.092550563812258
2020-02-26 20,,16.39,25.19,2.160038075447085
2020-02-26 21,,14.15,19.95,2.2748291969299346
2020-02-26 22,,12.53,26.83,2.4135827350616488
2020-02-26 23,,14.49,26.41,2.577147145271305
2020-02-27 00,,15.32,27.16,1.968785839080813
2020-02-27 01,,14.95,29.48,1.0644112706184394
2020-02-27 02,,13.34,22.93,0.7978066086769107
2020-02-27 03,,8.66,19.93,0.791673014163971
2020-02-27 04,,10.32,19.65,0.6842926788330076
2020-02-27 05,,6.36,21.23,0.6174671483039853
2020-02-27 06,,0.13,25.02,0.5777476167678828
2020-02-27 07,,3.34,28.55,0.5596422457695002
2020-02-27 08,,12.42,26.82,0.5726537585258477
2020-02-27 09,,30.52,29.56,0.662093942165374
2020-02-27 10,,42.8,26.28,0.8761890292167657
2020-02-27 11,,35.59,21.82,1.0970507812499992
2020-02-27 12,,46.85,19.4,1.3008320522308343
2020-02-27 13,,50.43,21.67,1.4889701318740842
2020-02-27 14,,46.37,16.6,1.6690502166748051
2020-02-27 15,,47.46,18.32,1.8317227220535288
2020-02-27 16,,46.32,22.81,1.92070770263672
2020-02-27 17,,37.31,26.47,1.975859937667848
2020-02-27 18,,27.55,24.78,2.0359052896499654
2020-02-27 19,,16.09,31.69,2.1178143692016627
2020-02-27 20,,13.88,32.42,2.202615380287174
2020-02-27 21,,10.13,34.58,2.2862340354919475
2020-02-27 22,,18.08,31.17,2.377747526168828
2020-02-27 23,,17.68,34.82,2.485286149978643
2020-02-28 00,,22.88,24.01,1.996396598815923
2020-02-28 01,,24.31,17.27,1.0647195196151753
2020-02-28 02,,20.94,24.99,0.7585655403137218
2020-02-28 03,,20.06,25.97,0.7333268618583687
2020-02-28 04,,19.09,24.29,0.6192677783966068
2020-02-28 05,,15.81,24.88,0.5350214695930483
2020-02-28 06,,11.03,25.34,0.6269783806800848
2020-02-28 07,,8.27,28.95,0.6013401365280157
2020-02-28 08,,17.51,33.37,0.5998852968215946
2020-02-28 09,,13.5,33.08,0.7060863375663763
2020-02-28 10,,14.96,32.2,0.9292875170707712
2020-02-28 11,,12.34,24.79,1.1295805525779736
2020-02-28 12,,17.74,19.67,1.2967032337188735
2020-02-28 13,,24.94,17.75,1.4410421419143695
2020-02-28 14,,24.13,15.57,1.561063246726992
2020-02-28 15,,19.97,20.78,1.6195737028121977
2020-02-28 16,,15.48,21.35,1.651770291328433
2020-02-28 17,,19.58,21.78,1.7292970561981231
2020-02-28 18,,15.87,17.37,1.8354876279830967
2020-02-28 19,,12.18,18.54,1.964636478424076
2020-02-28 20,,13.47,21.5,2.0995526266098063
2020-02-28 21,,9.54,25.02,2.163605031967168
2020-02-28 22,,6.15,29.74,2.1856020116806074
2020-02-28 23,,4.01,29.82,2.229478182792668
2020-02-29 00,,1.18,32.56,1.750558776855472
2020-02-29 01,,8.23,35.13,1.0133057880401624
2020-02-29 02,,14.33,35.64,0.7471320438385014
2020-02-29 03,,17.17,25.19,2.7897531223297105
2020-02-29 04,,18.65,25.79,2.4432501602172847
2020-02-29 05,,17.12,23.07,2.086372299194336
2020-02-29 06,,15.07,20.37,2.0445806503295905
2020-02-29 07,,15.7,21.14,1.8889123106002812
2020-02-29 08,,16.85,29.28,1.764065690040589
2020-02-29 09,,19.06,30.82,1.725232706069947
2020-02-29 10,,23.92,25.7,1.8155273485183725
2020-02-29 11,,30.28,23.06,1.9318188953399669
2020-02-29 12,,33.38,20.61,2.0270999574661266
2020-02-29 13,,35.88,22.4,2.089000582695009
2020-02-29 14,,36.29,21.16,2.0807792758941672
2020-02-29 15,,37.57,21.61,2.121141676902774
2020-02-29 16,,33.97,17.92,2.148863272666935
2020-02-29 17,,26.45,16.65,2.1861891984939623
2020-02-29 18,,22.09,24.55,2.2294454479217585
2020-02-29 19,,20.15,29.41,2.289455680847174
2020-02-29 20,,16.32,29.99,2.369584741592414
2020-02-29 21,,11.63,28.27,2.454963531494148
2020-02-29 22,,9.37,30.56,2.525025215148934
2020-02-29 23,,7.8,31.64,2.5514801883697595
2020-03-01 00,0.77,3.09,30.51,1.9320214009285044
2020-03-01 01,0.99,5.03,33.66,1.1215892887115513
2020-03-01 02,0.62,7.6,37.56,1.092413182258609
2020-03-01 03,0.79,3.67,38.51,1.362451295852665
2020-03-01 04,0.77,4.39,44.73,1.6341132354736356
2020-03-01 05,0.67,6.22,40.67,1.8021952915191677
2020-03-01 06,0.93,4.25,39.39,1.4149564123153695
2020-03-01 07,0.9,6.01,38.51,1.390316419601442
2020-03-01 08,0.92,8.88,41.97,1.3748248529434222
2020-03-01 09,1.04,13.24,34.97,1.3677737236022969
2020-03-01 10,0.85,18.65,31.64,1.3896779251098657
2020-03-01 11,0.68,16.52,26.15,1.338859846591952
2020-03-01 12,0.76,24.25,25.08,1.2736399888992334
2020-03-01 13,0.87,27.44,27.35,1.2436061406135583
2020-03-01 14,1.03,40.06,33.9,1.2280141735076926
2020-03-01 15,0.97,35.17,29.14,1.2928742265701318
2020-03-01 16,0.92,25.42,26.31,1.3643340778350854
2020-03-01 17,0.76,22.12,25.3,1.4500091838836695
2020-03-01 18,0.92,18.33,25.8,1.553982434272769
2020-03-01 19,0.73,16.3,25.97,1.6511356639862091
2020-03-01 20,0.68,12.86,26.4,1.7440692090988197
2020-03-01 21,0.62,13.52,26.0,1.822008848190312
2020-03-01 22,0.59,17.43,27.17,1.8686493635177652
2020-03-01 23,0.62,20.34,26.01,1.8979736709594768
2020-03-02 00,0.5,20.09,23.09,1.9073925542831467
2020-03-02 01,0.58,20.8,24.64,1.442842278480531
2020-03-02 02,0.52,20.45,25.74,1.1889674568176265
2020-03-02 03,0.52,20.2,22.68,1.9580877494812028
2020-03-02 04,0.61,19.29,21.75,1.9315164947509784
2020-03-02 05,0.58,20.21,21.63,1.905615267753603
2020-03-02 06,0.84,16.81,29.71,2.989509115219118
2020-03-02 07,17.08,15.09,73.19,2.9946751976013206
2020-03-02 08,0.4,11.5,97.58,2.900125341415408
2020-03-02 09,1.09,11.2,26.95,2.7651186180114764
2020-03-02 10,1.38,10.12,29.27,2.6906135940551765
2020-03-02 11,,11.89,28.24,2.777198553085328
2020-03-02 12,0.87,19.05,26.66,2.84740954399109
2020-03-02 13,0.84,22.49,24.51,2.6884665966033947
2020-03-02 14,3.48,19.5,22.14,2.484630584716798
2020-03-02 15,1.09,16.25,24.59,2.346132469177247
2020-03-02 16,1.33,10.44,29.19,2.3093526172637957
2020-03-02 17,1.16,10.17,29.74,2.2332465362548835
2020-03-02 18,1.09,12.38,31.18,2.272320594787599
2020-03-02 19,1.05,11.39,36.49,2.2642819881439222
2020-03-02 20,0.81,15.38,32.55,2.220955638885499
2020-03-02 21,0.27,14.59,34.81,2.1777757835388187
2020-03-02 22,0.19,21.02,8.62,2.0922146892547606
2020-03-02 23,0.13,24.8,5.74,2.0069278526306147
2020-03-03 00,0.1,23.66,5.08,1.677661390304565
2020-03-03 01,0.07,34.08,6.12,0.8550921773910517
2020-03-03 02,0.08,22.41,7.68,0.5571158361434934
2020-03-03 03,0.08,17.88,8.68,0.6782253503799442
2020-03-03 04,0.07,14.36,3.04,0.6533129978179935
2020-03-03 05,0.05,6.54,3.48,0.7334748625755311
2020-03-03 06,0.07,6.7,6.21,1.0579627418518065
2020-03-03 07,0.09,1.91,14.24,1.1839026403427113
2020-03-03 08,0.43,4.29,19.67,1.3227486038207994
2020-03-03 09,0.37,9.85,19.35,1.5168553781509386
2020-03-03 10,0.2,19.77,13.6,1.7940698623657216
2020-03-03 11,0.43,22.3,11.1,2.0876556587219235
2020-03-03 12,0.44,23.08,9.24,2.2599851036071787
2020-03-03 13,0.27,25.13,8.83,2.26798875808716
2020-03-03 14,0.06,31.88,5.05,2.206324911117555
2020-03-03 15,0.23,24.41,8.05,2.1525919866561907
2020-03-03 16,0.29,13.77,11.57,2.1365851449966446
2020-03-03 17,0.19,6.87,13.76,2.198649983406068
2020-03-03 18,0.19,9.0,13.19,2.305423765182496
2020-03-03 19,0.52,8.89,13.03,2.460803346633912
2020-03-03 20,0.57,8.47,13.05,2.573107872009277
2020-03-03 21,0.56,8.19,18.71,2.672677879333496
2020-03-03 22,0.38,11.77,16.73,2.86105408668518
2020-03-03 23,0.34,13.83,15.24,3.130011520385742
2020-03-04 00,0.47,13.13,14.72,3.5902170944213894
2020-03-04 01,0.55,12.15,15.06,3.416176481246951
2020-03-04 02,0.8,2.99,20.93,2.910570278167726
2020-03-04 03,0.65,3.86,21.27,2.334096155166625
2020-03-04 04,0.84,4.98,27.31,2.2309960365295405
2020-03-04 05,0.76,0.95,36.56,2.1188374137878414
2020-03-04 06,0.73,0.0,34.01,1.976441106796264
2020-03-04 07,0.13,8.46,17.4,1.8809805536270137
2020-03-04 08,0.18,14.46,1.23,1.8383798408508296
2020-03-04 09,0.11,16.79,1.22,1.8743230438232417
2020-03-04 10,0.11,16.04,1.23,2.0025981712341308
2020-03-04 11,0.14,15.32,2.26,2.131200704574585
2020-03-04 12,0.2,15.37,1.82,2.1946107959747323
2020-03-04 13,0.12,17.39,0.98,2.1752566909790048
2020-03-04 14,0.14,18.12,1.18,2.14571623325348
2020-03-04 15,0.24,15.35,4.53,2.160195512771608
2020-03-04 16,0.23,12.46,7.04,2.231499824523927
2020-03-04 17,0.2,11.76,6.49,2.3568645477294936
2020-03-04 18,0.28,15.27,3.5,2.4874315738678
2020-03-04 19,0.43,11.59,5.44,2.58340156555176
2020-03-04 20,0.34,12.54,5.3,2.661145200729373
2020-03-04 21,0.29,15.2,3.45,2.7433633995056184
2020-03-04 22,0.34,15.34,3.55,2.7977148342132603
2020-03-04 23,0.29,14.83,5.0,2.795750341415409
2020-03-05 00,0.37,15.22,8.43,2.3703978157043477
2020-03-05 01,0.23,16.43,6.41,2.0057632970809944
2020-03-05 02,0.19,20.42,7.55,1.8847276687622072
2020-03-05 03,0.33,20.46,10.76,1.84387321472168
2020-03-05 04,0.31,20.51,13.09,1.8297579526901244
2020-03-05 05,0.27,19.01,12.85,1.7852836227416993
2020-03-05 06,0.16,19.61,6.97,1.6919329595565795
2020-03-05 07,0.18,18.52,5.42,1.6361445951461793
2020-03-05 08,0.36,16.32,5.49,1.6319973230361942
2020-03-05 09,0.45,17.37,7.94,1.6965350627899174
2020-03-05 10,0.39,19.23,11.26,1.8636819601058967
2020-03-05 11,0.53,19.15,12.26,2.1330925369262705
2020-03-05 12,0.47,18.69,13.05,2.3986649990081803
2020-03-05 13,0.42,16.89,17.13,2.647357149124148
2020-03-05 14,0.35,20.7,13.63,2.850465450286868
2020-03-05 15,0.42,23.41,12.42,2.89986929893494
2020-03-05 16,0.57,23.95,13.3,2.9472721385955847
2020-03-05 17,0.62,21.0,18.21,3.0038427352905317
2020-03-05 18,1.14,13.84,20.24,3.0739465713501017
2020-03-05 19,1.39,3.8,25.16,3.1588570213317912
2020-03-05 20,0.85,1.86,27.39,3.253844623565678
2020-03-05 21,0.76,3.68,21.97,3.360910310745244
2020-03-05 22,0.88,0.93,21.83,3.4621188545227097
2020-03-05 23,0.94,4.1,20.22,3.578316068649297
2020-03-06 00,0.99,5.27,27.77,2.5333070468902603
2020-03-06 01,1.2,1.45,34.72,1.802218956947327
2020-03-06 02,1.76,0.56,51.29,1.5774282550811776
2020-03-06 03,2.15,0.29,69.18,1.6608473253250131
2020-03-06 04,1.99,0.4,95.04,1.3601136064529424
2020-03-06 05,2.43,0.62,98.67,1.1909661149978643
2020-03-06 06,5.02,0.05,116.47,1.347925715446473
2020-03-06 07,2.24,1.03,129.85,1.2828970813751226
2020-03-06 08,2.04,2.8,107.7,1.2487003707885749
2020-03-06 09,,7.92,84.08,1.2646887969970708
2020-03-06 10,1.69,20.16,78.9,1.403514404296876
2020-03-06 11,1.35,35.63,81.28,1.5594941473007211
2020-03-06 12,1.43,50.69,83.79,1.6688318538665785
2020-03-06 13,1.69,67.68,85.5,1.6307603549957292
2020-03-06 14,0.83,65.99,67.26,1.625994634628298
2020-03-06 15,0.98,36.33,39.65,1.7218743991851837
2020-03-06 16,0.91,20.34,41.72,1.868941063880924
2020-03-06 17,0.87,2.28,43.51,2.037399101257329
2020-03-06 18,1.16,0.0,37.19,2.230996050834661
2020-03-06 19,0.78,0.0,41.17,2.461646351814277
2020-03-06 20,0.93,0.0,43.75,2.727404932975777
2020-03-06 21,0.88,0.0,46.44,3.001351647377024
2020-03-06 22,0.76,0.0,48.59,3.2378401231765848
2020-03-06 23,0.7,0.0,46.29,3.432640132904063
2020-03-07 00,0.83,0.0,46.31,3.238225193023692
2020-03-07 01,0.67,0.0,45.9,2.574369950294502
2020-03-07 02,0.54,0.13,48.27,2.1794925451278737
2020-03-07 03,0.55,0.16,46.38,1.9624713468551669
2020-03-07 04,0.63,0.0,48.39,1.8017819643020647
2020-03-07 05,0.73,0.0,45.9,1.7225113344192515
2020-03-07 06,0.62,0.0,43.27,2.0358130073547365
2020-03-07 07,0.77,0.0,40.37,1.976259241104125
2020-03-07 08,0.77,1.04,38.53,1.9339859390258776
2020-03-07 09,1.14,4.92,41.39,1.9241997623443592
2020-03-07 10,0.77,6.13,38.22,2.0299193954467767
2020-03-07 11,0.95,5.7,36.19,2.2090536975860604
2020-03-07 12,1.03,8.8,44.2,2.2565477275848416
2020-03-07 13,0.5,12.38,35.69,2.1761130952835126
2020-03-07 14,0.71,10.79,32.48,2.0908222484588674
2020-03-07 15,0.73,5.74,42.14,2.1329832839965874
2020-03-07 16,0.83,6.34,54.25,2.282305974960333
2020-03-07 17,0.9,5.86,60.31,2.4843956518173287
2020-03-07 18,0.97,1.25,61.14,2.6952903556823804
2020-03-07 19,0.93,5.9,72.0,2.874061698913582
2020-03-07 20,0.88,9.28,71.98,2.975068602561957
2020-03-07 21,1.01,7.89,68.56,3.0594721221923886
2020-03-07 22,0.63,15.89,55.87,3.1528579521179245
2020-03-07 23,0.59,19.53,,3.2416977405548137
2020-03-08 00,0.49,14.47,79.45,3.2389292144775426
2020-03-08 01,0.51,3.1,88.37,3.0282924652099634
2020-03-08 02,0.55,0.0,66.51,2.3677852439880374
2020-03-08 03,0.58,0.0,64.07,2.1718020915985083
2020-03-08 04,0.6,0.15,67.71,1.7584943962097148
2020-03-08 05,1.01,0.02,67.36,1.53287420272827
2020-03-08 06,0.8,0.04,64.3,2.080487756729124
2020-03-08 07,1.21,0.85,76.37,1.90841393470764
2020-03-08 08,1.22,6.13,73.66,1.7801457595825176
2020-03-08 09,0.78,20.94,56.03,1.7281495618820175
2020-03-08 10,0.83,41.39,48.57,1.9153242778778063
2020-03-08 11,1.14,69.73,55.7,2.1563407516479494
2020-03-08 12,1.07,88.25,53.82,2.3323445796966573
2020-03-08 13,0.84,74.59,43.58,2.511333193778995
2020-03-08 14,0.93,69.55,39.51,2.73303152084351
2020-03-08 15,0.84,67.25,54.4,2.976958007812504
2020-03-08 16,0.89,53.47,67.94,3.2251411342620884
2020-03-08 17,0.95,45.63,80.18,3.446839809417726
2020-03-08 18,0.8,37.07,73.22,3.628593397140502
2020-03-08 19,0.6,28.56,63.97,3.760724639892576
2020-03-08 20,0.71,22.94,64.63,3.8664449691772425
2020-03-08 21,0.73,21.14,54.01,3.972383003234859
2020-03-08 22,0.6,26.41,43.26,4.082759418487544
2020-03-08 23,0.56,26.12,43.9,4.218310527801507
2020-03-09 00,0.58,23.98,52.95,4.287286014556878
2020-03-09 01,0.69,17.66,83.73,4.016621856689447
2020-03-09 02,0.8,15.25,90.59,3.157549133300776
2020-03-09 03,0.82,12.89,87.9,2.3292889213561967
2020-03-09 04,0.86,11.68,97.99,1.7454693698883026
2020-03-09 05,0.9,13.63,109.43,1.4003716993331885
2020-03-09 06,1.17,9.49,110.42,1.4113538694381695
2020-03-09 07,1.23,14.31,106.78,1.3294993209838857
2020-03-09 08,1.16,22.55,104.06,1.3104545116424553
2020-03-09 09,1.99,28.22,103.7,1.3260251283645623
2020-03-09 10,3.07,47.08,100.57,1.484313507080078
2020-03-09 11,1.83,71.18,76.51,1.749904174804688
2020-03-09 12,,96.44,74.17,2.0185689163208016
2020-03-09 13,,96.43,51.32,2.341112146377565
2020-03-09 14,,102.09,38.23,2.7575515270233173
2020-03-09 15,,118.95,39.05,3.2413668155670194
2020-03-09 16,4.02,113.58,42.85,3.613241462707523
2020-03-09 17,4.46,104.38,76.11,3.578863430023197
2020-03-09 18,4.75,71.16,91.45,3.163262147903445
2020-03-09 19,5.24,61.42,96.94,2.8377386093139663
2020-03-09 20,4.19,39.66,100.77,2.7374768638610854
2020-03-09 21,4.05,30.47,108.89,2.740745849609376
2020-03-09 22,3.52,26.43,109.65,2.64659839630127
2020-03-09 23,3.19,28.2,91.22,2.5921395587921143
2020-03-10 00,4.03,24.5,85.3,2.56110068321228
2020-03-10 01,2.13,21.36,62.28,2.419255876541137
2020-03-10 02,2.28,25.29,53.89,2.243250474929809
2020-03-10 03,2.66,13.64,58.52,2.0842708301544186
2020-03-10 04,2.12,11.02,60.95,1.912958388328552
2020-03-10 05,3.88,16.58,60.94,1.7627462577819824
2020-03-10 06,2.29,24.65,38.64,1.6780540704727174
2020-03-10 07,1.84,23.32,27.65,1.6170270299911502
2020-03-10 08,2.15,25.63,26.49,1.5805563068389894
2020-03-10 09,1.15,32.15,19.56,1.619666132926941
2020-03-10 10,1.37,34.91,16.15,1.7859937095642096
2020-03-10 11,1.28,40.28,16.2,1.9693312788009651
2020-03-10 12,1.2,43.75,15.83,2.1246886968612686
2020-03-10 13,1.17,45.58,14.98,2.274719414711001
2020-03-10 14,1.38,44.21,15.94,2.426532535552981
2020-03-10 15,1.53,42.23,17.74,2.593769721984867
2020-03-10 16,1.64,41.26,19.53,2.762753829956059
2020-03-10 17,2.23,38.09,22.98,2.9263538837432908
2020-03-10 18,2.67,34.56,30.89,3.0975935077667294
2020-03-10 19,3.61,28.46,35.55,3.298773880004889
2020-03-10 20,3.85,23.1,38.41,3.5297490692138744
2020-03-10 21,4.67,21.28,47.93,3.74930109977723
2020-03-10 22,3.76,20.28,35.47,3.945934190750131
2020-03-10 23,1.51,27.2,32.12,4.116155157089243
2020-03-11 00,1.45,34.84,25.89,3.320856676101691
2020-03-11 01,1.26,32.52,25.81,2.343768229484561
2020-03-11 02,1.27,24.45,26.51,2.0494195795059222
2020-03-11 03,1.29,17.9,27.6,2.02850076198578
2020-03-11 04,1.44,11.65,30.5,2.0337761592865
2020-03-11 05,1.91,10.02,39.03,2.007474279403687
2020-03-11 06,1.67,15.21,41.06,1.9511571550369264
2020-03-11 07,1.99,12.02,39.38,1.9355138492584223
2020-03-11 08,2.12,23.32,37.84,1.9316576194763175
2020-03-11 09,3.71,30.89,37.67,1.9629442405700677
2020-03-11 10,2.84,30.5,44.63,2.1327287673950184
2020-03-11 11,2.26,40.27,37.45,2.419837932586669
2020-03-11 12,2.35,40.23,41.75,2.709639492034912
2020-03-11 13,2.18,42.04,48.05,2.935012378692628
2020-03-11 14,1.94,54.52,40.86,2.9004517650604265
2020-03-11 15,2.2,49.47,44.47,2.7299030971527127
2020-03-11 16,2.06,41.63,48.12,2.6373900127410925
2020-03-11 17,1.88,40.11,54.48,2.616690039634709
2020-03-11 18,1.44,41.24,46.4,2.650413827896123
2020-03-11 19,1.56,42.05,48.12,2.730777831077581
2020-03-11 20,1.48,39.69,51.26,2.846647644042975
2020-03-11 21,1.51,37.35,50.06,2.9735382890701363
2020-03-11 22,1.65,35.0,45.53,3.105196819305428
2020-03-11 23,1.65,29.14,,3.274435572624215
2020-03-12 00,1.61,23.01,63.6,2.680080709457404
2020-03-12 01,1.46,16.44,70.03,1.7042293977737475
2020-03-12 02,1.1,22.67,58.02,1.4517627596855205
2020-03-12 03,1.01,24.53,39.86,1.6521516942977947
2020-03-12 04,1.08,20.45,40.28,1.7634192943573035
2020-03-12 05,1.26,14.21,44.17,1.8623358249664344
2020-03-12 06,1.52,4.44,48.0,2.158649339675908
2020-03-12 07,1.56,9.38,44.22,2.152719388008122
2020-03-12 08,1.75,18.73,41.39,2.077777080535893
2020-03-12 09,2.01,25.62,44.17,1.9123765325546307
2020-03-12 10,2.14,30.73,43.21,1.7007371139526408
2020-03-12 11,1.93,37.25,42.13,1.4717536592483558
2020-03-12 12,2.49,44.19,36.21,1.29116417884827
2020-03-12 13,1.83,51.84,36.04,1.1911381196975737
2020-03-12 14,1.54,48.57,31.15,1.2328664016723665
2020-03-12 15,1.66,47.13,28.8,1.4029774498939551
2020-03-12 16,2.42,34.11,31.19,1.631233716011052
2020-03-12 17,2.66,9.82,48.67,1.8759973835945185
2020-03-12 18,2.28,17.68,58.72,2.1215422201156686
2020-03-12 19,2.75,19.94,54.95,2.3653052282333458
2020-03-12 20,2.07,15.07,56.39,2.6491594314575293
2020-03-12 21,1.72,15.88,59.87,2.910383248329174
2020-03-12 22,1.38,14.06,53.5,3.0290015554428225
2020-03-12 23,1.4,10.65,,3.072368950843824
2020-03-13 00,1.61,9.83,55.03,3.0592310285568365
2020-03-13 01,1.74,10.17,64.07,3.1440869140625125
2020-03-13 02,1.87,9.13,53.73,3.3545807266235457
2020-03-13 03,1.56,9.7,48.93,3.5403363227844324
2020-03-13 04,1.74,7.4,46.02,3.794194593429573
2020-03-13 05,3.02,11.6,52.5,3.984716367721565
2020-03-13 06,2.84,2.72,75.85,6.8673403167724665
2020-03-13 07,3.0,2.86,75.65,6.785706863403325
2020-03-13 08,3.44,3.68,92.18,6.77123096466065
2020-03-13 09,3.76,6.23,114.24,6.734699001312264
2020-03-13 10,3.27,13.39,126.19,6.593764686584485
2020-03-13 11,3.17,25.44,89.93,6.198974456787125
2020-03-13 12,2.38,40.14,73.58,5.434749107360858
2020-03-13 13,2.55,52.95,63.96,4.562023134231585
2020-03-13 14,2.49,55.29,61.15,3.865243320465103
2020-03-13 15,2.52,44.48,65.37,3.3430478668213004
2020-03-13 16,2.16,28.9,55.69,2.758206462860114
2020-03-13 17,1.5,17.18,,2.339256830215457
2020-03-13 18,,,,2.1694722080230715
2020-03-13 19,,,,2.2504172992706297
2020-03-13 20,,,,2.377273826599121
2020-03-13 21,,,,2.517299633026123
2020-03-13 22,,,,2.6411731147766115
2020-03-13 23,,,,2.7351426029205324
2020-03-14 00,,,,2.7291414165496826
2020-03-14 01,,,,2.599994869232177
2020-03-14 02,,,,2.5124312400817868
2020-03-14 03,,,,2.452326707839966
2020-03-14 04,,,,2.3718212985992437
2020-03-14 05,,,,2.3176233863830564
2020-03-14 06,,,,3.183813753128056
2020-03-14 07,,,,2.9293750000000034
2020-03-14 08,,,,2.7831306648254417
2020-03-14 09,,,,2.7475107955932634
2020-03-14 10,,,,2.861161270141603
2020-03-14 11,,,,3.041023111343385
2020-03-14 12,,,,3.193163051605226
2020-03-14 13,,,,3.336536226272585
2020-03-14 14,,,,3.460702104568483
2020-03-14 15,,,,3.5832289695739767
2020-03-14 16,,,,3.7200532722473176
2020-03-14 17,,,,3.8433448886871378
2020-03-14 18,,,,3.9548485279083296
2020-03-14 19,,,,4.045617055892949
2020-03-14 20,,,,4.112814874649053
2020-03-14 21,,,,4.1550462245941215
2020-03-14 22,,,,4.180622777938848
2020-03-14 23,,,,4.190956983566289
2020-03-15 00,,,,3.9347357463836703
2020-03-15 01,,,,3.1417691612243663
2020-03-15 02,,,,2.6390018367767336
2020-03-15 03,,,,2.635060882568361
2020-03-15 04,,,,2.779888744354249
2020-03-15 05,,,,2.7938951587677003
2020-03-15 06,,,,2.7413989543914794
2020-03-15 07,,,,2.612799119949341
2020-03-15 08,,,,2.559433841705323
2020-03-15 09,,,,2.571703805923463
2020-03-15 10,,,,2.7243579196929946
2020-03-15 11,,,,2.9639305496215838
2020-03-15 12,,,,3.2451935577392588
2020-03-15 13,,,,3.403096523284912
2020-03-15 14,,,,3.214323091506957
2020-03-15 15,,,,3.1020615386962875
2020-03-15 16,,,,3.1575125694274893
2020-03-15 17,,,,3.200936279296875
2020-03-15 18,,,,3.2155391311645523
2020-03-15 19,,,,3.220456256866458
2020-03-15 20,,,,3.2203974151611368
2020-03-15 21,,,,3.193417797088628
2020-03-15 22,,,,3.147288160324102
2020-03-15 23,,,,3.1206218719482486
2020-03-16 00,,,,2.7722494983673145
2020-03-16 01,,,,1.940518016815188
2020-03-16 02,,,,1.5033603906631483
2020-03-16 03,,,,1.1595602822303792
2020-03-16 04,,,,1.15312107563019
2020-03-16 05,,,,1.2463897418975838
2020-03-16 06,,,,1.2202326202392573
2020-03-16 07,,,,1.2996315574645996
2020-03-16 08,,,,1.3790122175216684
2020-03-16 09,,,,1.5046498107910176
2020-03-16 10,,,,1.7552702045440691
2020-03-16 11,,,,1.7922502613067657
2020-03-16 12,,,,1.5262412261962917
2020-03-16 13,,,,1.3617500424385094
2020-03-16 14,,,,1.3030512309074425
2020-03-16 15,,,,1.2770942330360435
2020-03-16 16,,,,1.2587861633300808
2020-03-16 17,,,,1.277212502956393
2020-03-16 18,,,,1.1908650469779989
2020-03-16 19,,,,1.128482863903047
2020-03-16 20,,,,1.1214615035057078
2020-03-16 21,,,,1.1269186067581185
2020-03-16 22,,,,1.165991287231446
2020-03-16 23,,,,1.2317141580581674
2020-03-17 00,,,,1.1757219743728646
2020-03-17 01,,,,0.8615825319290163
2020-03-17 02,,,,0.8211918473243716
